Orientation [°],Layer Height [mm],Nozzle Diameter [mm],Print Speed [mm/min],Avg Temperature [°C],Avg Filament Speed [mm/s],Avg Force [g],Modulus [MPa],Tensile Stress at Tensile Strength [MPa],Run,Sample,Notes,Filepath
90,0.1,0.3,1200,226.93,0.24,599.62,1277.53,25.29,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_1200/1_100_25_01_03_1200_90_M.csv
90,0.1,0.3,1200,227.69,0.24,572.51,2475.92,20.24,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_1200/2_25_100_01_03_1200_90_JB.csv
90,0.1,0.3,1200,227.65,0.24,655.07,2207.69,20.24,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_1200/2_25_100_01_03_1200_90_JB.csv
90,0.1,0.3,1200,227.63,0.24,801.09,1845.15,18.36,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_1200/2_25_100_01_03_1200_90_JB.csv
90,0.1,0.3,1200,227.65,0.24,494.64,2158.70,18.17,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_1200/2_25_100_01_03_1200_90_JB.csv
90,0.1,0.3,2400,226.89,0.46,540.33,2536.91,16.36,1,1,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_2400/1_100_25_01_03_2400_90_M.csv
90,0.1,0.3,2400,226.86,0.46,520.16,2222.35,19.80,1,2,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_2400/1_100_25_01_03_2400_90_M.csv
90,0.1,0.3,2400,226.86,0.46,570.77,2152.19,20.97,1,3,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_2400/1_100_25_01_03_2400_90_M.csv
90,0.1,0.3,2400,226.89,0.46,546.69,2126.95,23.63,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_2400/1_100_25_01_03_2400_90_M.csv
90,0.1,0.3,2400,227.62,0.45,619.83,2222.37,20.19,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_2400/2_100_25_01_03_2400_90_JB.csv
90,0.1,0.3,2400,227.63,0.45,787.76,2198.30,20.19,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_2400/2_100_25_01_03_2400_90_JB.csv
90,0.1,0.3,2400,227.6,0.45,734.90,2178.53,20.19,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_2400/2_100_25_01_03_2400_90_JB.csv
90,0.1,0.3,2400,227.66,0.45,638.19,2253.00,20.19,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_2400/2_100_25_01_03_2400_90_JB.csv
90,0.1,0.3,3600,226.84,0.64,841.35,2167.48,12.98,1,1,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_3600/1_100_25_01_03_3600_90_M.csv
90,0.1,0.3,3600,226.84,0.64,810.72,2130.43,16.90,1,2,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_3600/1_100_25_01_03_3600_90_M.csv
90,0.1,0.3,3600,226.82,0.64,844.03,1886.50,16.53,1,3,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_3600/1_100_25_01_03_3600_90_M.csv
90,0.1,0.3,3600,226.82,0.64,850.75,2136.12,20.18,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_3600/1_100_25_01_03_3600_90_M.csv
90,0.1,0.3,3600,227.57,0.63,962.19,2411.59,15.08,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_3600/2_25_100_01_03_3600_90_JB.csv
90,0.1,0.3,3600,227.57,0.64,875.63,2349.14,13.98,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_3600/2_25_100_01_03_3600_90_JB.csv
90,0.1,0.3,3600,227.57,0.64,812.04,2615.13,14.86,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_3600/2_25_100_01_03_3600_90_JB.csv
90,0.1,0.3,3600,227.58,0.64,773.83,2643.31,19.78,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_03_3600/2_25_100_01_03_3600_90_JB.csv
90,0.1,0.4,1200,234.22,0.33,549.50,2784.57,25.76,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_1200/1_100_25_01_04_1200_90.csv
90,0.1,0.4,1200,234.39,0.33,340.26,1733.66,27.35,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_1200/1_100_25_01_04_1200_90.csv
90,0.1,0.4,1200,234.63,0.33,157.38,2379.57,25.99,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_1200/1_100_25_01_04_1200_90.csv
90,0.1,0.4,1200,234.52,0.33,163.86,2446.03,25.89,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_1200/1_100_25_01_04_1200_90.csv
90,0.1,0.4,1200,234.22,0.33,663.65,2391.53,29.90,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_1200/2_100_25_01_04_1200_90.csv
90,0.1,0.4,1200,234.36,0.33,462.29,2541.16,28.40,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_1200/2_100_25_01_04_1200_90.csv
90,0.1,0.4,1200,234.62,0.33,236.20,2581.73,25.57,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_1200/2_100_25_01_04_1200_90.csv
90,0.1,0.4,1200,234.51,0.33,201.68,2398.12,24.06,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_1200/2_100_25_01_04_1200_90.csv
90,0.1,0.4,2400,234.11,0.52,533.59,2225.57,21.20,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_2400/1_100_25_01_04_2400_90.csv
90,0.1,0.4,2400,234.18,0.48,434.47,2229.27,21.55,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_2400/1_100_25_01_04_2400_90.csv
90,0.1,0.4,2400,234.21,0.40,331.44,2008.14,16.27,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_2400/1_100_25_01_04_2400_90.csv
90,0.1,0.4,2400,234.47,0.44,306.14,2218.99,12.10,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_2400/1_100_25_01_04_2400_90.csv
90,0.1,0.4,2400,234.21,0.40,449.39,2371.74,21.08,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_2400/2_100_25_01_04_2400_90.csv
90,0.1,0.4,2400,234.14,0.40,375.67,2188.04,22.34,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_2400/2_100_25_01_04_2400_90.csv
90,0.1,0.4,2400,234.07,0.52,362.83,2287.99,16.18,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_2400/2_100_25_01_04_2400_90.csv
90,0.1,0.4,2400,234.44,0.44,300.85,2444.95,19.28,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_2400/2_100_25_01_04_2400_90.csv
90,0.1,0.4,3600,232.61,0.90,550.95,2590.86,11.58,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_3600/1_100_25_01_04_3600_90.csv
90,0.1,0.4,3600,232.97,0.90,365.95,2317.91,18.06,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_3600/1_100_25_01_04_3600_90.csv
90,0.1,0.4,3600,233.04,0.90,276.59,3286.29,12.38,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_3600/1_100_25_01_04_3600_90.csv
90,0.1,0.4,3600,233.09,0.90,333.55,3677.93,12.22,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_3600/1_100_25_01_04_3600_90.csv
90,0.1,0.4,3600,230.41,0.89,426.30,2283.36,17.86,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_3600/2_100_25_01_04_3600_90.csv
90,0.1,0.4,3600,230.58,0.89,296.22,2258.44,21.61,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_3600/2_100_25_01_04_3600_90.csv
90,0.1,0.4,3600,230.72,0.89,236.02,2155.50,13.27,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_3600/2_100_25_01_04_3600_90.csv
90,0.1,0.4,3600,230.71,0.89,249.86,2156.60,9.85,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_04_3600/2_100_25_01_04_3600_90.csv
90,0.1,0.8,1200,227.32,0.62,115.03,2068.74,10.63,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_1200/02_100_25_01_08_1200_90.csv
90,0.1,0.8,1200,227.3,0.62,113.92,2102.66,9.76,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_1200/02_100_25_01_08_1200_90.csv
90,0.1,0.8,1200,227.23,0.62,113.65,2089.40,10.88,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_1200/02_100_25_01_08_1200_90.csv
90,0.1,0.8,1200,227.29,0.62,152.87,1883.97,11.37,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_1200/02_100_25_01_08_1200_90.csv
90,0.1,0.8,1200,227.31,0.62,162.75,2015.05,12.27,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_1200/1_100_25_01_08_1200_90_J.csv
90,0.1,0.8,1200,227.27,0.62,193.41,2273.96,9.32,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_1200/1_100_25_01_08_1200_90_J.csv
90,0.1,0.8,1200,227.19,0.61,212.11,1823.86,12.84,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_1200/1_100_25_01_08_1200_90_J.csv
90,0.1,0.8,1200,227.21,0.62,159.24,1969.87,8.95,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_1200/1_100_25_01_08_1200_90_J.csv
90,0.1,0.8,2400,227.25,1.16,175.93,1883.75,6.05,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_2400/1_100_25_01_08_2400_90_J.csv
90,0.1,0.8,2400,227.23,1.15,202.70,1946.28,4.90,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_2400/1_100_25_01_08_2400_90_J.csv
90,0.1,0.8,2400,227.15,1.15,182.79,2156.39,8.35,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_2400/1_100_25_01_08_2400_90_J.csv
90,0.1,0.8,2400,227.19,1.16,202.47,1861.74,6.54,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_2400/1_100_25_01_08_2400_90_J.csv
90,0.1,0.8,2400,227.7,1.17,451.56,1983.59,4.83,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_2400/2_100_25_01_08_2400_90_JB.csv
90,0.1,0.8,2400,227.57,1.16,439.75,2318.26,4.30,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_2400/2_100_25_01_08_2400_90_JB.csv
90,0.1,0.8,2400,227.61,1.17,375.79,1607.80,5.82,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_2400/2_100_25_01_08_2400_90_JB.csv
90,0.1,0.8,2400,227.54,1.17,403.80,1754.64,5.76,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_2400/2_100_25_01_08_2400_90_JB.csv
90,0.1,0.8,3600,227.25,1.61,263.62,2182.01,9.42,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_3600/01_100_25_01_08_3600_90_J.csv
90,0.1,0.8,3600,227.19,1.60,303.89,1992.23,16.60,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_3600/01_100_25_01_08_3600_90_J.csv
90,0.1,0.8,3600,227.16,1.60,252.28,2269.24,15.52,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_3600/01_100_25_01_08_3600_90_J.csv
90,0.1,0.8,3600,227.19,1.59,255.86,2295.47,12.35,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_3600/01_100_25_01_08_3600_90_J.csv
90,0.1,0.8,3600,227.26,1.60,255.98,2336.00,13.75,2,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_3600/02_100_25_01_08_3600_90_J.csv
90,0.1,0.8,3600,227.24,1.60,262.62,2753.45,15.45,2,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_3600/02_100_25_01_08_3600_90_J.csv
90,0.1,0.8,3600,227.15,1.59,237.85,2091.35,14.15,2,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_3600/02_100_25_01_08_3600_90_J.csv
90,0.1,0.8,3600,227.15,1.59,244.35,2328.82,11.54,2,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_01_08_3600/02_100_25_01_08_3600_90_J.csv
90,0.2,0.3,1200,226.97,0.48,942.35,2935.09,25.26,1,1,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_1200/1_100_25_02_03_1200_90_M.csv
90,0.2,0.3,1200,226.97,0.48,900.14,2309.38,20.33,1,2,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_1200/1_100_25_02_03_1200_90_M.csv
90,0.2,0.3,1200,226.96,0.48,813.24,2159.66,21.02,1,3,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_1200/1_100_25_02_03_1200_90_M.csv
90,0.2,0.3,1200,226.99,0.48,767.54,1734.77,23.49,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_1200/1_100_25_02_03_1200_90_M.csv
90,0.2,0.3,1200,227.76,0.48,715.70,2582.99,16.70,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_1200/2_25_100_02_03_1200_90_JB.csv
90,0.2,0.3,1200,227.75,0.48,694.69,2652.55,19.56,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_1200/2_25_100_02_03_1200_90_JB.csv
90,0.2,0.3,1200,227.76,0.48,781.47,1636.10,12.28,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_1200/2_25_100_02_03_1200_90_JB.csv
90,0.2,0.3,1200,227.64,0.48,810.68,2783.01,19.37,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_1200/2_25_100_02_03_1200_90_JB.csv
90,0.2,0.3,2400,226.86,0.92,930.51,1925.40,16.29,1,1,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_2400/1_100_25_02_03_2400_90_M.csv
90,0.2,0.3,2400,226.84,0.91,947.29,2109.23,19.43,1,2,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_2400/1_100_25_02_03_2400_90_M.csv
90,0.2,0.3,2400,226.82,0.91,938.59,1989.72,17.29,1,3,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_2400/1_100_25_02_03_2400_90_M.csv
90,0.2,0.3,2400,226.82,0.91,942.15,2246.74,21.23,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_2400/1_100_25_02_03_2400_90_M.csv
90,0.2,0.3,2400,227.64,0.91,1031.27,2921.98,18.87,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_2400/2_100_25_02_03_2400_90_JB.csv
90,0.2,0.3,2400,227.63,0.91,1088.51,3170.68,20.42,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_2400/2_100_25_02_03_2400_90_JB.csv
90,0.2,0.3,2400,227.6,0.90,1093.02,2631.43,18.55,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_2400/2_100_25_02_03_2400_90_JB.csv
90,0.2,0.3,2400,227.6,0.89,1013.33,2427.88,16.33,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_2400/2_100_25_02_03_2400_90_JB.csv
90,0.2,0.3,3600,226.74,1.26,1142.09,2370.18,15.59,1,1,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_3600/1_100_25_02_03_3600_90_M.csv
90,0.2,0.3,3600,226.77,1.25,1131.72,2129.72,17.48,1,2,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_3600/1_100_25_02_03_3600_90_M.csv
90,0.2,0.3,3600,226.71,1.26,1121.99,2185.67,18.79,1,3,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_3600/1_100_25_02_03_3600_90_M.csv
90,0.2,0.3,3600,226.75,1.26,1104.05,2052.33,20.88,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_3600/1_100_25_02_03_3600_90_M.csv
90,0.2,0.3,3600,226.75,1.27,1595.04,2201.35,23.62,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_3600/2_25_100_02_03_3600_90_JB.csv
90,0.2,0.3,3600,226.77,1.27,1472.32,1829.52,23.56,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_3600/2_25_100_02_03_3600_90_JB.csv
90,0.2,0.3,3600,226.71,1.27,1459.51,1754.27,15.59,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_3600/2_25_100_02_03_3600_90_JB.csv
90,0.2,0.3,3600,226.76,1.27,1461.02,2395.36,24.86,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_03_3600/2_25_100_02_03_3600_90_JB.csv
90,0.2,0.4,1200,234.35,0.57,385.69,3301.73,24.91,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_1200/1_100_25_02_04_1200_90.csv
90,0.2,0.4,1200,234.58,0.56,303.40,2068.18,27.53,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_1200/1_100_25_02_04_1200_90.csv
90,0.2,0.4,1200,234.82,0.56,190.79,3170.45,22.33,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_1200/1_100_25_02_04_1200_90.csv
90,0.2,0.4,1200,234.76,0.55,232.55,3870.07,22.31,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_1200/1_100_25_02_04_1200_90.csv
90,0.2,0.4,1200,234.19,0.52,425.56,4133.81,21.01,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_1200/2_100_25_02_04_1200_90.csv
90,0.2,0.4,1200,234.25,0.55,369.14,1704.34,22.76,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_1200/2_100_25_02_04_1200_90.csv
90,0.2,0.4,1200,234.46,0.56,316.54,2425.74,27.01,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_1200/2_100_25_02_04_1200_90.csv
90,0.2,0.4,1200,234.71,0.52,243.85,2404.34,25.90,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_1200/2_100_25_02_04_1200_90.csv
90,0.2,0.4,2400,234.12,1.25,1395.11,2154.55,27.92,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_2400/1_100_25_02_04_2400_90.csv
90,0.2,0.4,2400,234.46,1.25,1075.11,2148.60,26.23,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_2400/1_100_25_02_04_2400_90.csv
90,0.2,0.4,2400,234.74,1.26,787.93,2295.86,25.65,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_2400/1_100_25_02_04_2400_90.csv
90,0.2,0.4,2400,234.61,1.26,794.64,1992.47,22.48,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_2400/1_100_25_02_04_2400_90.csv
90,0.2,0.4,2400,234.19,1.25,1200.75,2659.28,26.54,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_2400/2_100_25_02_04_2400_90.csv
90,0.2,0.4,2400,234.37,1.25,981.58,2560.60,27.24,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_2400/2_100_25_02_04_2400_90.csv
90,0.2,0.4,2400,234.52,1.26,721.46,2763.82,24.93,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_2400/2_100_25_02_04_2400_90.csv
90,0.2,0.4,2400,234.44,1.25,702.72,2367.88,25.86,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_2400/2_100_25_02_04_2400_90.csv
90,0.2,0.4,3600,234,1.75,1229.23,2238.86,16.39,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_3600/1_100_25_02_04_3600_90.csv
90,0.2,0.4,3600,234.22,1.76,1010.25,2085.14,15.29,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_3600/1_100_25_02_04_3600_90.csv
90,0.2,0.4,3600,234.44,1.76,846.82,2256.53,12.55,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_3600/1_100_25_02_04_3600_90.csv
90,0.2,0.4,3600,234.38,1.77,836.78,3304.95,16.79,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_3600/1_100_25_02_04_3600_90.csv
90,0.2,0.4,3600,233.99,1.75,1534.05,2345.83,15.37,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_3600/2_100_25_02_04_3600_90.csv
90,0.2,0.4,3600,234.24,1.76,1155.43,2188.17,18.24,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_3600/2_100_25_02_04_3600_90.csv
90,0.2,0.4,3600,234.54,1.77,912.31,2001.32,12.97,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_3600/2_100_25_02_04_3600_90.csv
90,0.2,0.4,3600,234.47,1.76,941.54,2345.83,15.37,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_04_3600/2_100_25_02_04_3600_90.csv
90,0.2,0.8,1200,227.07,1.28,246.38,2054.74,3.89,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200/1_100_25_02_08_1200_90.csv
