Orientation [°],Layer Height [mm],Nozzle Diameter [mm],Print Speed [mm/min],Avg Temperature [°C],Avg Filament Speed [mm/s],Avg Force [g],Modulus [MPa],Tensile Stress at Tensile Strength [MPa],Run,Sample,Notes,Filepath
90,0.2,0.8,1200,227.03,1.27,206.73,1735.27,4.30,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200/1_100_25_02_08_1200_90.csv
90,0.2,0.8,1200,227.06,1.26,240.14,1800.77,4.00,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200/1_100_25_02_08_1200_90.csv
90,0.2,0.8,1200,227.07,1.27,196.89,1851.90,4.80,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200/1_100_25_02_08_1200_90.csv
90,0.2,0.8,1200,227.05,1.28,255.47,2154.18,4.85,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200/2_100_25_02_08_1200_90.csv
90,0.2,0.8,1200,227.03,1.27,234.27,1771.24,3.47,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200/2_100_25_02_08_1200_90.csv
90,0.2,0.8,1200,227.04,1.27,245.51,1601.89,2.99,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200/2_100_25_02_08_1200_90.csv
90,0.2,0.8,1200,226.98,1.27,252.91,1809.97,3.81,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200/2_100_25_02_08_1200_90.csv
90,0.2,0.8,1200,227.39,1.26,169.78,1877.17,6.06,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200_J/1_100_25_02_08_1200_90_J.csv
90,0.2,0.8,1200,227.36,1.25,181.34,2276.98,8.82,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200_J/1_100_25_02_08_1200_90_J.csv
90,0.2,0.8,1200,227.32,1.25,136.90,1667.36,6.21,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200_J/1_100_25_02_08_1200_90_J.csv
90,0.2,0.8,1200,227.31,1.25,170.82,2003.46,5.37,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200_J/1_100_25_02_08_1200_90_J.csv
90,0.2,0.8,1200,227.42,1.26,156.76,1916.47,5.96,2,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200_J/2_100_25_02_08_1200_90_J.csv
90,0.2,0.8,1200,227.4,1.25,173.87,1970.47,6.27,2,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200_J/2_100_25_02_08_1200_90_J.csv
90,0.2,0.8,1200,227.27,1.25,139.74,1783.73,7.33,2,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200_J/2_100_25_02_08_1200_90_J.csv
90,0.2,0.8,1200,227.35,1.25,161.27,2033.99,7.72,2,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_1200_J/2_100_25_02_08_1200_90_J.csv
90,0.2,0.8,2400,227.01,2.36,369.49,1604.40,6.55,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_2400/1_100_25_02_08_2400_90.csv
90,0.2,0.8,2400,226.96,2.34,367.39,1770.35,6.14,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_2400/1_100_25_02_08_2400_90.csv
90,0.2,0.8,2400,226.9,2.30,439.50,1758.17,6.88,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_2400/1_100_25_02_08_2400_90.csv
90,0.2,0.8,2400,226.96,2.29,418.84,2155.66,6.92,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_2400/1_100_25_02_08_2400_90.csv
90,0.2,0.8,2400,226.92,2.35,367.45,1816.09,6.59,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_2400/2_100_25_02_08_2400_90.csv
90,0.2,0.8,2400,226.97,2.35,326.77,1971.51,5.27,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_2400/2_100_25_02_08_2400_90.csv
90,0.2,0.8,2400,226.9,2.35,368.01,1843.81,6.02,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_2400/2_100_25_02_08_2400_90.csv
90,0.2,0.8,2400,226.87,2.33,338.67,2006.16,8.06,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_2400/2_100_25_02_08_2400_90.csv
90,0.2,0.8,3600,234.87,3.30,620.21,3119.38,8.55,1,1,S,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600/1_100_25_02_08_3600_90_S.csv
90,0.2,0.8,3600,234.88,3.32,620.21,2473.77,7.48,1,2,S,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600/1_100_25_02_08_3600_90_S.csv
90,0.2,0.8,3600,235.13,3.33,914.91,2430.43,4.84,1,3,S,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600/1_100_25_02_08_3600_90_S.csv
90,0.2,0.8,3600,234.91,3.32,958.87,2194.32,5.44,1,4,S,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600/1_100_25_02_08_3600_90_S.csv
90,0.2,0.8,3600,234.54,3.31,620.21,2290.87,8.40,2,1,S,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600/2_100_25_02_08_3600_90_S.csv
90,0.2,0.8,3600,234.72,3.32,620.21,2320.39,6.16,2,2,S,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600/2_100_25_02_08_3600_90_S.csv
90,0.2,0.8,3600,234.78,3.31,815.26,1947.72,3.28,2,3,S,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600/2_100_25_02_08_3600_90_S.csv
90,0.2,0.8,3600,234.7,3.31,620.21,1039.90,5.78,2,4,S,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600/2_100_25_02_08_3600_90_S.csv
90,0.2,0.8,3600,230.1,3.20,424.48,1875.36,6.71,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_J/1_25_100_02_08_3600_90_J.csv
90,0.2,0.8,3600,230.2,3.11,506.08,1957.93,6.71,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_J/1_25_100_02_08_3600_90_J.csv
90,0.2,0.8,3600,230.3,3.14,516.32,2265.65,7.09,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_J/1_25_100_02_08_3600_90_J.csv
90,0.2,0.8,3600,230.4,3.16,546.31,2188.42,6.28,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_J/1_25_100_02_08_3600_90_J.csv
90,0.2,0.8,3600,230.5,3.17,571.25,2199.28,5.86,2,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_J/2_25_100_02_08_3600_90_J.csv
90,0.2,0.8,3600,230.6,3.15,515.74,3205.08,6.71,2,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_J/2_25_100_02_08_3600_90_J.csv
90,0.2,0.8,3600,230.7,3.14,463.42,1852.79,9.40,2,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_J/2_25_100_02_08_3600_90_J.csv
90,0.2,0.8,3600,230.8,3.14,506.89,2146.51,9.28,2,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_J/2_25_100_02_08_3600_90_J.csv
90,0.2,0.8,3600,227.4,3.22,525.93,2187.59,7.68,1,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_JB/1_100_25_02_08_3600_90_JB.csv
90,0.2,0.8,3600,227.4,3.21,488.02,1753.68,5.42,1,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_JB/1_100_25_02_08_3600_90_JB.csv
90,0.2,0.8,3600,227.41,3.21,419.59,1835.27,6.32,1,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_JB/1_100_25_02_08_3600_90_JB.csv
90,0.2,0.8,3600,227.48,3.21,475.50,2184.96,7.99,1,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_JB/1_100_25_02_08_3600_90_JB.csv
90,0.2,0.8,3600,227.56,3.21,781.28,2201.96,4.22,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_JB/2_100_25_02_08_3600_90_JB.csv
90,0.2,0.8,3600,227.44,3.15,850.59,2071.18,7.92,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_JB/2_100_25_02_08_3600_90_JB.csv
90,0.2,0.8,3600,227.48,3.19,729.34,2399.40,6.80,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_JB/2_100_25_02_08_3600_90_JB.csv
90,0.2,0.8,3600,227.47,3.20,774.25,2101.59,6.71,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_02_08_3600_JB/2_100_25_02_08_3600_90_JB.csv
0,0.4,0.3,1200,226.9,0.92,1169.90,2135.30,24.24,1,1,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_1200/1_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.91,0.94,1162.32,2065.55,26.56,1,2,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_1200/1_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.92,0.95,1166.32,2070.42,25.98,1,3,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_1200/1_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,226.89,0.95,1182.25,2042.54,25.40,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_1200/1_100_25_04_03_1200_0_M.csv
0,0.4,0.3,1200,227.59,0.94,1173.61,2021.53,24.40,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_1200/2_100_25_04_03_1200_0_JB.csv
0,0.4,0.3,1200,227.57,0.94,986.20,1945.76,24.47,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_1200/2_100_25_04_03_1200_0_JB.csv
0,0.4,0.3,1200,227.59,0.94,927.07,1986.96,24.40,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_1200/2_100_25_04_03_1200_0_JB.csv
0,0.4,0.3,1200,227.58,0.94,902.93,2511.38,24.22,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_1200/2_100_25_04_03_1200_0_JB.csv
90,0.4,0.3,2400,227.71,1.80,2978.43,2382.68,25.93,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_2400/1_100_25_04_03_2400_90.csv
90,0.4,0.3,2400,227.73,1.80,2613.82,2548.47,26.69,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_2400/1_100_25_04_03_2400_90.csv
90,0.4,0.3,2400,227.28,1.78,2786.01,2274.73,26.04,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_2400/1_100_25_04_03_2400_90.csv
90,0.4,0.3,2400,227.62,1.55,2233.65,2657.61,21.07,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_2400/1_100_25_04_03_2400_90.csv
90,0.4,0.3,2400,227.62,1.79,2272.17,2104.48,26.55,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_2400/2_100_25_04_03_2400_90.csv
90,0.4,0.3,2400,227.66,1.73,1846.05,2020.33,23.91,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_2400/2_100_25_04_03_2400_90.csv
90,0.4,0.3,2400,227.45,1.70,1822.77,1841.50,24.51,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_2400/2_100_25_04_03_2400_90.csv
90,0.4,0.3,2400,227.55,1.55,1708.29,2098.34,20.31,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_2400/2_100_25_04_03_2400_90.csv
90,0.4,0.3,3600,226.81,1.97,1415.15,1195.28,9.15,1,1,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_3600/1_100_25_04_03_3600_90_M.csv
90,0.4,0.3,3600,226.81,1.97,1288.03,985.56,8.15,1,2,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_3600/1_100_25_04_03_3600_90_M.csv
90,0.4,0.3,3600,226.71,1.99,1312.15,919.85,8.26,1,3,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_3600/1_100_25_04_03_3600_90_M.csv
90,0.4,0.3,3600,226.74,2.02,1359.17,1047.98,8.33,1,4,M,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_3600/1_100_25_04_03_3600_90_M.csv
90,0.4,0.3,3600,227.55,2.47,1946.75,2093.68,20.74,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_3600/2_100_25_04_03_3600_90_JB.csv
90,0.4,0.3,3600,227.46,2.45,1849.35,2162.60,22.49,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_3600/2_100_25_04_03_3600_90_JB.csv
90,0.4,0.3,3600,227.43,2.46,1751.78,2144.00,23.69,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_3600/2_100_25_04_03_3600_90_JB.csv
90,0.4,0.3,3600,227.57,2.45,1700.61,2040.88,23.19,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_03_3600/2_100_25_04_03_3600_90_JB.csv
90,0.4,0.4,1200,234.2,1.32,1255.93,2132.21,26.66,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_1200/1_100_25_04_04_1200_90.csv
90,0.4,0.4,1200,234.38,1.32,1112.41,2368.57,25.95,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_1200/1_100_25_04_04_1200_90.csv
90,0.4,0.4,1200,234.67,1.31,972.18,1867.48,24.26,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_1200/1_100_25_04_04_1200_90.csv
90,0.4,0.4,1200,234.53,1.32,967.31,2189.97,25.29,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_1200/1_100_25_04_04_1200_90.csv
90,0.4,0.4,1200,233.99,1.31,1187.26,2188.64,26.27,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_1200/2_100_25_04_04_1200_90.csv
90,0.4,0.4,1200,234.26,1.31,940.06,2346.38,25.57,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_1200/2_100_25_04_04_1200_90.csv
90,0.4,0.4,1200,234.55,1.31,782.30,2748.20,24.33,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_1200/2_100_25_04_04_1200_90.csv
90,0.4,0.4,1200,234.45,1.31,782.37,1678.28,23.99,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_1200/2_100_25_04_04_1200_90.csv
90,0.4,0.4,2400,234.06,2.49,1848.86,1801.87,24.92,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_2400/1_100_25_04_04_2400_90.csv
90,0.4,0.4,2400,234.29,2.50,1577.85,1833.05,24.66,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_2400/1_100_25_04_04_2400_90.csv
90,0.4,0.4,2400,234.53,2.50,1317.86,1736.87,23.16,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_2400/1_100_25_04_04_2400_90.csv
90,0.4,0.4,2400,234.44,2.50,1321.01,1955.65,22.84,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_2400/1_100_25_04_04_2400_90.csv
90,0.4,0.4,2400,233.88,2.49,1819.40,2086.73,24.76,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_2400/2_100_25_04_04_2400_90.csv
90,0.4,0.4,2400,234.16,2.50,1586.21,2118.28,25.97,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_2400/2_100_25_04_04_2400_90.csv
90,0.4,0.4,2400,234.42,2.51,1478.81,2086.73,23.06,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_2400/2_100_25_04_04_2400_90.csv
90,0.4,0.4,2400,234.38,2.50,1442.99,3074.67,23.61,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_2400/2_100_25_04_04_2400_90.csv
90,0.4,0.4,3600,234.07,3.48,2942.70,3049.66,21.29,1,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_3600/1_100_25_04_04_3600_90.csv
90,0.4,0.4,3600,234.19,3.49,2363.32,2716.40,23.72,1,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_3600/1_100_25_04_04_3600_90.csv
90,0.4,0.4,3600,234.41,3.50,2156.12,2586.44,21.41,1,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_3600/1_100_25_04_04_3600_90.csv
90,0.4,0.4,3600,234.13,3.49,2220.91,2586.44,19.85,1,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_3600/1_100_25_04_04_3600_90.csv
90,0.4,0.4,3600,234.15,3.47,2759.41,2572.44,21.47,2,1,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_3600/2_100_25_04_04_3600_90.csv
90,0.4,0.4,3600,234.32,3.48,2475.17,1981.92,23.38,2,2,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_3600/2_100_25_04_04_3600_90.csv
90,0.4,0.4,3600,234.66,3.47,2257.19,2931.38,19.59,2,3,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_3600/2_100_25_04_04_3600_90.csv
90,0.4,0.4,3600,234.53,3.46,2209.27,2266.85,21.72,2,4,,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_04_3600/2_100_25_04_04_3600_90.csv
90,0.4,0.8,1200,227.19,2.51,301.26,2043.49,14.27,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_1200/1_100_25_04_08_1200_90_J.csv
90,0.4,0.8,1200,227.23,2.50,341.34,2182.99,15.65,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_1200/1_100_25_04_08_1200_90_J.csv
90,0.4,0.8,1200,227.12,2.49,262.59,1958.80,10.48,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_1200/1_100_25_04_08_1200_90_J.csv
90,0.4,0.8,1200,227.19,2.49,282.63,2128.79,16.33,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_1200/1_100_25_04_08_1200_90_J.csv
90,0.4,0.8,1200,227.46,2.51,516.18,2350.06,21.29,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_1200/2_100_25_04_08_1200_90_JB.csv
90,0.4,0.8,1200,227.6,2.51,514.22,2417.42,19.58,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_1200/2_100_25_04_08_1200_90_JB.csv
90,0.4,0.8,1200,227.52,2.51,389.23,2385.92,16.06,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_1200/2_100_25_04_08_1200_90_JB.csv
90,0.4,0.8,1200,227.49,2.51,463.16,2487.79,15.39,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_1200/2_100_25_04_08_1200_90_JB.csv
90,0.4,0.8,2400,227.05,4.65,861.79,1889.22,13.24,1,1,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_2400/01_100_25_04_08_2400_90_J.csv
90,0.4,0.8,2400,227.15,4.64,762.12,2139.84,17.09,1,2,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_2400/01_100_25_04_08_2400_90_J.csv
90,0.4,0.8,2400,227.02,4.61,715.27,2152.75,13.94,1,3,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_2400/01_100_25_04_08_2400_90_J.csv
90,0.4,0.8,2400,227.12,4.55,719.50,1791.61,15.58,1,4,J,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_2400/01_100_25_04_08_2400_90_J.csv
90,0.4,0.8,2400,226.99,4.61,879.75,2963.37,15.23,2,1,J-thefirst3,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_2400/02_100_25_04_08_2400_90_J-thefirst3.csv
90,0.4,0.8,2400,227.14,4.62,756.81,1747.07,14.57,2,2,J-thefirst3,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_2400/02_100_25_04_08_2400_90_J-thefirst3.csv
90,0.4,0.8,2400,227.03,4.63,719.43,2253.32,11.90,2,3,J-thefirst3,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_2400/02_100_25_04_08_2400_90_J-thefirst3.csv
90,0.4,0.8,2400,227.12,4.64,678.71,1908.49,14.51,2,4,J-thefirst3,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_2400/02_100_25_04_08_2400_90_J-thefirst3.csv
90,0.4,0.8,3600,227.27,5.41,1892.65,1582.95,6.08,1,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_3600/1_100_25_04_08_3600_90_JB.csv
90,0.4,0.8,3600,227.35,5.73,2113.27,1452.20,4.80,1,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_3600/1_100_25_04_08_3600_90_JB.csv
90,0.4,0.8,3600,227.25,5.64,1932.92,2016.35,5.66,1,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_3600/1_100_25_04_08_3600_90_JB.csv
90,0.4,0.8,3600,227.2,5.73,2355.06,1487.67,4.18,1,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_3600/1_100_25_04_08_3600_90_JB.csv
90,0.4,0.8,3600,227.34,5.54,2078.41,1294.87,3.83,2,1,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_3600/2_100_25_04_08_3600_90_JB.csv
90,0.4,0.8,3600,227.19,5.71,2023.24,1367.56,5.92,2,2,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_3600/2_100_25_04_08_3600_90_JB.csv
90,0.4,0.8,3600,227.22,5.85,2172.25,1421.15,4.20,2,3,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_3600/2_100_25_04_08_3600_90_JB.csv
90,0.4,0.8,3600,227.35,5.49,1770.73,1278.62,3.36,2,4,JB,C:/Users/gerardoamc/Downloads/Data Collection/90 degree orientation/90_4_3200_100_25_04_08_3600/2_100_25_04_08_3600_90_JB.csv
